MATCH_ID,date,home_team,away_team,home_goals,away_goals,tournament,city,country,neutral,stadium,elo_diff,home_xg,away_xg,home_shots_on,away_shots_on,home_shots_off,away_shots_off,home_possession,away_possession,home_yellow,away_yellow,home_red,away_red,home_corners,away_corners,home_goals_2h,away_goals_2h,home_goals_u15,away_goals_u15
19921216_TUR_NED,1992-12-16,TUR,NED,1.0,3.0,FIFA World Cup qualification,Istanbul,Turkey,False,,-130.14958142846012,0.24,1.23,1,4,2,8,43.2,56.8,2,1,0,0,3,7,,,,
19921219_GAB_SEN,1992-12-19,GAB,SEN,3.0,2.0,FIFA World Cup qualification,Libreville,Gabon,False,,3.615369268921313,0.56,1.72,3,6,7,13,48.6,51.4,2,1,0,0,2,6,,,,
19921219_MLT_ITA,1992-12-19,MLT,ITA,1.0,2.0,FIFA World Cup qualification,Attard,Malta,False,,-219.14082756688958,1.02,1.09,5,3,11,7,39.7,60.3,3,1,0,0,8,5,,,,
19921219_TAN_NAM,1992-12-19,TAN,NAM,2.0,0.0,FIFA World Cup qualification,Mwanza,Tanzania,False,,-1.643920620699646,0.74,0.05,3,0,9,0,53.9,46.1,4,1,0,0,7,1,,,,
19921220_BOT_NIG,1992-12-20,BOT,NIG,0.0,1.0,FIFA World Cup qualification,Gaborone,Botswana,False,,-33.91554434343357,0.48,1.79,1,5,1,11,41.6,58.4,2,2,0,0,1,8,,,,
19921220_CGO_NGA,1992-12-20,CGO,NGA,0.0,1.0,FIFA World Cup qualification,Pointe-Noire,Congo,False,,-143.21885663400917,1.2,1.3,5,4,12,9,36.8,63.2,2,2,0,1,5,2,,,,
19921220_ETH_BEN,1992-12-20,ETH,BEN,3.0,1.0,FIFA World Cup qualification,Addis Ababa,Ethiopia,False,,48.18406514769549,1.3,1.27,4,4,9,6,50.5,49.5,4,2,0,0,3,4,,,,
19921220_GHA_ALG,1992-12-20,GHA,ALG,2.0,0.0,FIFA World Cup qualification,Accra,Ghana,False,,-19.89772444571736,1.91,0.05,6,0,14,0,52.6,47.4,4,1,0,0,3,2,,,,
19921220_GUI_KEN,1992-12-20,GUI,KEN,4.0,0.0,FIFA World Cup qualification,Conakry,Guinea,False,,-31.607506473815192,1.67,1.3,4,6,9,13,47.0,53.0,3,2,1,0,6,7,,,,
19921220_MAD_ZAM,1992-12-20,MAD,ZAM,2.0,0.0,FIFA World Cup qualification,Antananarivo,Madagascar,False,,-79.37071061684173,0.81,0.78,3,2,6,4,46.6,53.4,3,1,0,0,4,4,,,,
19921220_TUN_MAR,1992-12-20,TUN,MAR,1.0,1.0,FIFA World Cup qualification,Tunis,Tunisia,False,,-7.4785568701192915,1.11,1.0,4,3,9,6,48.9,51.1,3,1,0,0,5,4,,,,
19921220_URU_GER,1992-12-20,URU,GER,1.0,4.0,Friendly,Montevideo,Uruguay,False,,-74.91267769794558,1.85,1.88,7,4,15,8,44.1,55.9,0,0,0,0,12,6,,,,
19921220_ZIM_EGY,1992-12-20,ZIM,EGY,2.0,1.0,FIFA World Cup qualification,Harare,Zimbabwe,False,,-4.01601106715998,1.22,1.58,2,7,5,17,51.8,48.2,2,2,0,0,2,7,,,,
19921222_CYP_GEO,1992-12-22,CYP,GEO,1.0,0.0,Friendly,Limassol,Cyprus,False,,-109.06620538529842,0.94,0.89,3,4,6,9,42.6,57.4,0,1,0,0,0,4,,,,
19921226_BFA_MLI,1992-12-26,BFA,MLI,3.0,1.0,Friendly,Ouagadougou,Burkina Faso,False,,-10.598398231549254,1.11,0.89,3,2,8,4,51.1,48.9,1,0,0,0,3,0,,,,
19930101_GHA_MLI,1993-01-01,GHA,MLI,1.0,1.0,Friendly,Libreville,Gabon,True,,92.56084253630115,0.44,0.55,3,1,9,2,56.9,43.1,1,0,0,0,12,0,,,,
19930102_GAB_BFA,1993-01-02,GAB,BFA,1.0,1.0,Friendly,Libreville,Gabon,False,,33.449440412550075,0.46,2.1,3,5,5,12,56.4,43.6,1,0,0,0,2,9,,,,
19930102_KUW_LIB,1993-01-02,KUW,LIB,2.0,0.0,Friendly,Kuwait City,Kuwait,False,,-11.31036282701416,0.84,0.94,4,3,8,8,48.2,51.8,1,0,0,0,5,5,,,,
19930103_BFA_MLI,1993-01-03,BFA,MLI,1.0,0.0,Friendly,Libreville,Gabon,True,,8.368468154630136,1.17,1.97,4,7,7,15,49.6,50.4,2,0,0,0,6,5,,,,
19930103_GAB_GHA,1993-01-03,GAB,GHA,2.0,3.0,Friendly,Libreville,Gabon,False,,-47.45685938621068,1.77,1.28,3,3,9,9,45.0,55.0,1,0,0,0,4,4,,,,
19930108_UGA_TAN,1993-01-08,UGA,TAN,3.0,1.0,Friendly,Kampala,Uganda,False,,52.88070144934704,1.87,0.47,7,1,17,3,52.3,47.7,1,1,0,0,9,4,,,,
19930110_ANG_ZIM,1993-01-10,ANG,ZIM,1.0,1.0,FIFA World Cup qualification,Luanda,Angola,False,,-120.5531872700899,1.38,1.3,6,4,15,10,51.6,48.4,3,0,0,0,7,8,,,,
19930110_BOT_RSA,1993-01-10,BOT,RSA,0.0,2.0,Friendly,Gaborone,Botswana,False,,-76.02236544519269,0.7,0.8,3,3,6,6,50.1,49.9,1,0,0,0,5,2,,,,
19930110_COD_CMR,1993-01-10,COD,CMR,1.0,2.0,FIFA World Cup qualification,Kinshasa,Zaïre,False,,-51.48811394286713,1.57,1.81,5,6,12,14,49.7,50.3,4,3,0,0,8,0,,,,
19930110_SEN_ALG,1993-01-10,SEN,ALG,1.0,2.0,African Cup of Nations qualification,Dakar,Senegal,False,,-69.36755597231945,1.36,0.05,5,2,9,7,53.3,46.7,2,1,1,0,10,5,,,,
19930110_TUN_BUL,1993-01-10,TUN,BUL,3.0,0.0,Friendly,Béja,Tunisia,False,,1.4395045770686465,2.31,0.64,6,4,14,8,54.8,45.2,1,1,0,0,6,10,,,,
19930110_UGA_TAN,1993-01-10,UGA,TAN,2.0,0.0,Friendly,Kampala,Uganda,False,,69.85993371994687,0.74,0.93,2,2,3,2,55.7,44.3,0,1,0,0,2,5,,,,
19930116_RSA_NGA,1993-01-16,RSA,NGA,0.0,0.0,FIFA World Cup qualification,Johannesburg,South Africa,False,,-139.49450167686177,0.53,0.93,0,2,1,2,41.8,58.2,1,1,0,0,2,2,,,,
19930116_TAN_ZAM,1993-01-16,TAN,ZAM,1.0,3.0,FIFA World Cup qualification,Mwanza,Tanzania,False,,-157.3676499510616,0.45,1.15,3,3,5,7,42.8,57.2,4,1,0,0,5,5,,,,
19930117_BDI_ALG,1993-01-17,BDI,ALG,0.0,0.0,FIFA World Cup qualification,Bujumbura,Burundi,False,,-48.33872522759589,1.44,0.66,5,1,11,3,54.5,45.5,2,7,0,0,10,2,,,,
19930117_BEN_TUN,1993-01-17,BEN,TUN,0.0,5.0,FIFA World Cup qualification,Cotonou,Benin,False,,-199.23858901776885,1.57,1.57,5,6,11,14,40.5,59.5,2,2,0,0,4,5,,,,
19930117_BOT_CIV,1993-01-17,BOT,CIV,0.0,0.0,FIFA World Cup qualification,Gaborone,Botswana,False,,-166.70268390200863,1.28,1.16,5,1,11,4,41.7,58.3,1,2,0,0,5,4,,,,
19930117_ETH_MAR,1993-01-17,ETH,MAR,0.0,1.0,FIFA World Cup qualification,Addis Ababa,Ethiopia,False,,-106.15599358604186,1.31,0.8,3,1,8,3,46.3,53.7,2,1,0,0,4,2,,,,
19930117_MOZ_GAB,1993-01-17,MOZ,GAB,1.0,1.0,FIFA World Cup qualification,Maputo,Mozambique,False,,-94.05888324885359,0.63,0.16,1,1,1,0,47.6,52.4,0,2,0,0,2,3,,,,
19930117_NAM_MAD,1993-01-17,NAM,MAD,0.0,1.0,FIFA World Cup qualification,Windhoek,Namibia,False,,-166.853193167389,1.34,1.13,5,3,13,7,45.7,54.3,1,2,0,0,4,3,,,,
19930117_SWZ_CMR,1993-01-17,SWZ,CMR,0.0,0.0,FIFA World Cup qualification,Mbabane,Swaziland,False,,-125.40295448040752,0.05,0.16,0,1,0,2,45.8,54.2,4,1,0,0,1,4,,,,
19930117_TOG_ZIM,1993-01-17,TOG,ZIM,1.0,2.0,FIFA World Cup qualification,Lomé,Togo,False,,-125.61218765362378,0.94,0.88,3,3,8,8,46.1,53.9,1,3,0,0,1,8,,,,
19930118_ANG_EGY,1993-01-18,ANG,EGY,0.0,0.0,FIFA World Cup qualification,Luanda,Angola,False,,-68.00572246284582,0.05,0.91,0,3,0,6,54.3,45.7,2,4,0,0,0,9,,,,
19930119_PRK_BOL,1993-01-19,PRK,BOL,2.0,1.0,Nehru Cup,Madras,India,True,,22.69036739184321,1.06,1.01,4,3,9,8,54.0,46.0,0,1,0,0,6,6,,,,
19930120_GNB_GUI,1993-01-20,GNB,GUI,2.0,1.0,Friendly,Bissau,Guinea-Bissau,False,,-33.007071155344875,0.79,0.21,3,1,7,3,49.6,50.4,1,1,0,0,4,2,,,,
19930120_IND_FIN,1993-01-20,IND,FIN,0.0,0.0,Nehru Cup,Madras,India,False,,48.35342941710496,0.41,0.73,2,3,4,7,45.8,54.2,0,4,0,0,3,3,,,,
19930120_ITA_MEX,1993-01-20,ITA,MEX,2.0,0.0,Friendly,Florence,Italy,False,,48.95168153682175,0.87,0.76,3,2,8,2,48.7,51.3,1,1,0,0,4,3,,,,
19930120_ZAM_NAM,1993-01-20,ZAM,NAM,4.0,0.0,FIFA World Cup qualification,Lusaka,Zambia,False,,214.54727717888818,2.04,0.62,7,1,14,0,59.1,40.9,2,1,0,0,5,4,,,,
19930122_CMR_FIN,1993-01-22,CMR,FIN,0.0,0.0,Nehru Cup,Madras,India,True,,175.73672691855154,0.17,0.62,2,0,2,2,56.6,43.4,0,2,0,0,2,3,,,,
19930123_GHA_NIG,1993-01-23,GHA,NIG,4.0,0.0,Friendly,Kumasi,Ghana,False,,116.70687383604309,1.8,0.5,5,1,10,4,51.5,48.5,0,3,0,0,3,5,,,,
19930123_GNB_ALG,1993-01-23,GNB,ALG,1.0,4.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,,-102.45124419441231,0.05,2.22,1,9,3,20,46.2,53.8,1,0,0,0,3,9,,,,
19930123_JPN_SUI,1993-01-23,JPN,SUI,1.0,1.0,Friendly,Hong Kong,Hong Kong,True,,-76.82863485403004,1.29,0.99,4,3,9,5,45.3,54.7,0,1,0,0,6,3,,,,
19930123_VEN_PER,1993-01-23,VEN,PER,0.0,0.0,Friendly,Puerto Ordaz,Venezuela,False,,-31.823965921913896,0.41,1.67,2,3,4,8,46.7,53.3,0,1,0,0,0,5,,,,
19930124_IND_CMR,1993-01-24,IND,CMR,1.0,1.0,Nehru Cup,Madras,India,False,,-124.34148254270349,1.1,0.17,3,1,8,2,44.6,55.4,1,1,0,0,2,3,,,,
19930124_MLT_POR,1993-01-24,MLT,POR,0.0,1.0,FIFA World Cup qualification,Attard,Malta,False,,-121.28376688635126,0.32,0.72,3,3,6,7,47.0,53.0,3,1,0,0,1,5,,,,
19930125_BOL_RUS,1993-01-25,BOL,RUS,1.0,2.0,Nehru Cup,Madras,India,True,,-163.208841013834,0.24,1.72,1,5,2,11,48.2,51.8,3,2,0,0,2,7,,,,
19930126_IND_FIN,1993-01-26,IND,FIN,0.0,2.0,Nehru Cup,Madras,India,False,,41.95522334755378,1.77,1.41,6,5,12,11,58.0,42.0,7,2,0,0,6,14,,,,
19930127_ECU_BLR,1993-01-27,ECU,BLR,1.0,1.0,Friendly,Guayaquil,Ecuador,False,,-28.844972946919142,1.4,1.25,4,4,7,9,53.5,46.5,1,2,0,0,8,7,,,,
19930127_ESP_MEX,1993-01-27,ESP,MEX,1.0,1.0,Friendly,Las Palmas,Spain,False,,-20.45414663466636,2.26,1.57,7,4,15,8,47.7,52.3,0,0,0,0,4,4,,,,
19930127_PER_HON,1993-01-27,PER,HON,1.0,1.0,Friendly,Lima,Peru,False,,-155.9846474500573,1.44,0.63,5,2,10,3,39.7,60.3,1,0,0,0,3,3,,,,
19930128_CMR_FIN,1993-01-28,CMR,FIN,2.0,0.0,Nehru Cup,Madras,India,True,,137.38678302319772,0.72,1.23,4,4,11,10,52.8,47.2,0,0,0,0,5,3,,,,
19930129_BOL_HON,1993-01-29,BOL,HON,3.0,1.0,Friendly,Cochabamba,Bolivia,False,,-190.61305105186761,1.76,2.23,6,8,13,17,35.9,64.1,3,0,0,0,8,7,,,,
19930130_IND_CMR,1993-01-30,IND,CMR,2.0,2.0,Nehru Cup,Madras,India,False,,-141.26058078215533,0.54,0.89,2,2,5,2,46.1,53.9,2,2,0,0,6,3,,,,
19930130_PER_BLR,1993-01-30,PER,BLR,1.0,1.0,Friendly,Lima,Peru,False,,-22.229584006882533,0.76,0.32,2,2,7,4,51.6,48.4,0,1,0,0,2,5,,,,
19930130_SEN_MOZ,1993-01-30,SEN,MOZ,6.0,1.0,FIFA World Cup qualification,Dakar,Senegal,False,,33.354849186741376,2.21,0.74,9,1,19,4,55.0,45.0,0,1,0,0,13,2,,,,
19930130_USA_DEN,1993-01-30,USA,DEN,2.0,2.0,Friendly,Tempe,United States,False,,-74.35288906016581,1.46,0.9,5,2,10,5,52.7,47.3,1,1,0,0,4,6,,,,
19930131_CGO_RSA,1993-01-31,CGO,RSA,0.0,1.0,FIFA World Cup qualification,Pointe-Noire,Congo,False,,-42.136895553982185,1.15,0.38,3,1,5,1,41.9,58.1,2,0,0,0,2,0,,,,
19930131_CIV_NIG,1993-01-31,CIV,NIG,1.0,0.0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,,77.66737476850994,0.13,0.73,1,3,2,9,51.4,48.6,1,2,0,0,3,7,,,,
19930131_ECU_ROU,1993-01-31,ECU,ROU,3.0,0.0,Friendly,Guayaquil,Ecuador,False,,-97.61647453598403,0.99,0.45,4,0,9,0,55.1,44.9,1,1,0,0,5,4,,,,
19930131_EGY_TOG,1993-01-31,EGY,TOG,3.0,0.0,FIFA World Cup qualification,Cairo,Egypt,False,,100.12578361052874,1.18,0.39,3,1,7,2,55.9,44.1,1,4,0,0,5,2,,,,
19930131_GHA_BDI,1993-01-31,GHA,BDI,1.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,False,,75.82342551508987,0.99,1.29,3,4,6,11,56.1,43.9,3,3,0,0,2,5,,,,
19930131_MAR_BEN,1993-01-31,MAR,BEN,5.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,,224.1831148088047,1.88,0.76,6,4,13,11,51.0,49.0,1,4,0,0,9,8,,,,
19930131_PRK_FIN,1993-01-31,PRK,FIN,3.0,2.0,Nehru Cup,Madras,India,True,,67.94425498290093,0.96,1.42,3,3,7,5,47.2,52.8,3,4,0,0,7,4,,,,
19930131_TUN_ETH,1993-01-31,TUN,ETH,3.0,0.0,FIFA World Cup qualification,Tunis,Tunisia,False,,138.12662411412452,1.6,1.05,6,4,13,10,54.6,45.4,2,1,0,0,8,7,,,,
19930131_ZIM_ANG,1993-01-31,ZIM,ANG,2.0,1.0,FIFA World Cup qualification,Harare,Zimbabwe,False,,115.57957543181715,0.78,1.02,2,5,5,10,56.8,43.2,1,3,0,0,3,5,,,,
19930201_CYP_POL,1993-02-01,CYP,POL,0.0,0.0,Friendly,Nicosia,Cyprus,False,,-134.20403767252014,1.33,1.72,5,4,11,10,50.3,49.7,1,3,0,0,9,4,,,,
19930203_ISR_POL,1993-02-03,ISR,POL,0.0,0.0,Friendly,Ramat Gan,Israel,False,,-118.35607983560908,0.05,0.96,0,2,0,3,42.3,57.7,2,3,0,0,0,1,,,,
19930203_PER_ROU,1993-02-03,PER,ROU,0.0,2.0,Friendly,Lima,Peru,False,,-79.2808245873814,1.91,1.09,5,4,11,9,44.1,55.9,1,1,0,0,6,3,,,,
19930205_MAS_SGP,1993-02-05,MAS,SGP,2.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,,-76.72951959953548,1.07,0.8,3,3,4,7,48.3,51.7,0,1,1,0,5,5,,,,
19930206_GHA_IDN,1993-02-06,GHA,IDN,2.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,,151.26871079651505,0.77,0.95,2,2,7,5,55.9,44.1,1,0,0,0,2,4,,,,
19930206_USA_ROU,1993-02-06,USA,ROU,1.0,1.0,Friendly,Santa Barbara,United States,False,,-51.136257925849804,0.78,0.32,3,2,7,3,44.7,55.3,1,1,1,0,1,5,,,,
19930207_MAS_THA,1993-02-07,MAS,THA,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,,-98.50798427379459,0.5,1.02,3,4,8,8,43.9,56.1,3,1,0,0,6,5,,,,
19930209_SGP_THA,1993-02-09,SGP,THA,1.0,1.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,,-56.314133621851624,0.3,0.16,1,2,2,6,50.4,49.6,3,3,0,0,3,4,,,,
19930210_MEX_ROU,1993-02-10,MEX,ROU,0.0,2.0,Friendly,Monterrey,Mexico,False,Monterrey,25.882000035078136,1.15,0.59,4,3,7,6,52.1,47.9,2,0,0,0,7,4,,,,
19930210_POR_NOR,1993-02-10,POR,NOR,1.0,1.0,Friendly,Faro,Portugal,False,,-34.7214643978225,1.39,1.02,6,5,12,11,52.0,48.0,0,0,0,0,3,6,,,,
19930210_THA_CHN,1993-02-10,THA,CHN,1.0,0.0,King's Cup,Bangkok,Thailand,False,,36.663422516034416,1.04,0.88,4,2,8,2,51.8,48.2,3,2,0,0,4,2,,,,
19930213_CYP_BEL,1993-02-13,CYP,BEL,0.0,3.0,FIFA World Cup qualification,Nicosia,Cyprus,False,,-186.31830860277478,0.76,1.45,3,5,8,11,46.1,53.9,1,2,0,0,3,5,,,,
19930213_USA_RUS,1993-02-13,USA,RUS,0.0,1.0,Friendly,Orlando,United States,False,,-100.1418682368328,1.27,1.25,3,4,4,10,48.4,51.6,2,0,0,0,4,4,,,,
19930216_CRC_NCA,1993-02-16,CRC,NCA,6.0,0.0,UNCAF Cup,San José,Costa Rica,False,,77.35149126576744,2.18,0.63,6,0,14,1,60.0,40.0,2,1,0,0,3,3,,,,
19930216_THA_CHN,1993-02-16,THA,CHN,0.0,4.0,King's Cup,Bangkok,Thailand,False,,65.29907536616724,0.52,1.09,0,4,0,9,50.0,50.0,1,2,0,0,2,7,,,,
19930217_ALB_NIR,1993-02-17,ALB,NIR,1.0,2.0,FIFA World Cup qualification,Tirana,Albania,False,,-64.48183973940013,0.8,1.95,4,8,10,17,45.6,54.4,3,1,0,0,2,4,,,,
19930217_ENG_SMR,1993-02-17,ENG,SMR,6.0,0.0,FIFA World Cup qualification,London,England,False,,270.31237923558956,2.37,0.79,8,2,17,5,67.4,32.6,3,1,0,0,5,8,,,,
19930217_GRE_LUX,1993-02-17,GRE,LUX,2.0,0.0,FIFA World Cup qualification,Athens,Greece,False,,150.53908924897974,1.36,1.27,4,3,7,6,61.5,38.5,1,2,0,0,4,4,,,,
19930217_IRL_WAL,1993-02-17,IRL,WAL,2.0,1.0,Friendly,Dublin,Republic of Ireland,False,,45.275443496081834,2.22,0.64,7,2,15,2,55.5,44.5,0,1,0,0,10,2,,,,
19930217_ISR_FRA,1993-02-17,ISR,FRA,0.0,4.0,FIFA World Cup qualification,Ramat Gan,Israel,False,,-155.1863420812847,0.22,1.36,0,5,0,11,47.6,52.4,2,2,0,0,0,3,,,,
19930217_SCO_MLT,1993-02-17,SCO,MLT,3.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,False,,131.1781599435069,1.04,0.28,3,0,6,0,54.5,45.5,1,1,0,0,4,2,,,,
19930217_SLV_RUS,1993-02-17,SLV,RUS,1.0,2.0,Friendly,Pasadena,United States,True,,-31.796288900276977,2.07,0.83,6,2,13,4,51.2,48.8,1,0,0,0,13,5,,,,
19930218_ARG_BRA,1993-02-18,ARG,BRA,1.0,1.0,Friendly,Buenos Aires,Argentina,False,,60.18316896582519,1.15,1.08,4,3,7,9,57.4,42.6,1,4,0,0,8,6,,,,
19930218_UAE_BUL,1993-02-18,UAE,BUL,1.0,0.0,Friendly,Dubai,United Arab Emirates,False,,-54.06703650287568,1.33,0.66,4,2,6,5,43.3,56.7,1,2,0,0,2,3,,,,
19930219_CRC_NCA,1993-02-19,CRC,NCA,2.0,0.0,UNCAF Cup,San José,Costa Rica,False,,102.34257735801975,1.61,1.48,6,4,13,9,49.8,50.2,2,4,0,1,5,6,,,,
19930220_FIN_EST,1993-02-20,FIN,EST,0.0,0.0,Four Nations Tournament,Vantaa,Finland,False,,-23.324058772927174,0.07,0.96,0,4,0,8,50.7,49.3,1,0,0,0,2,4,,,,
19930220_LVA_LTU,1993-02-20,LVA,LTU,1.0,2.0,Four Nations Tournament,Vantaa,Finland,True,,-73.77572830284657,1.09,0.75,4,2,9,4,42.9,57.1,4,0,0,0,10,4,,,,
19930220_UAE_BUL,1993-02-20,UAE,BUL,1.0,3.0,Friendly,Dubai,United Arab Emirates,False,,-30.97957038904383,1.04,1.15,2,3,3,7,51.4,48.6,2,0,0,0,1,1,,,,
19930221_EST_LVA,1993-02-21,EST,LVA,0.0,2.0,Four Nations Tournament,Vantaa,Finland,True,,10.360229861302969,2.05,0.65,7,3,17,8,50.2,49.8,0,0,0,0,13,7,,,,
19930221_FIN_LTU,1993-02-21,FIN,LTU,3.0,0.0,Four Nations Tournament,Vantaa,Finland,False,,-109.89987705214367,0.98,0.05,3,0,9,0,46.7,53.3,4,3,0,1,8,1,,,,
19930221_USA_RUS,1993-02-21,USA,RUS,0.0,0.0,Friendly,Palo Alto,United States,False,,-123.61911904431577,0.05,1.96,0,6,1,14,50.9,49.1,3,2,0,0,0,10,,,,
19930224_ARG_DEN,1993-02-24,ARG,DEN,1.0,1.0,CONMEBOL–UEFA Cup of Champions,Mar del Plata,Argentina,False,,81.74981540612089,1.34,1.02,5,4,10,12,51.3,48.7,1,1,0,0,6,7,,,,
19930224_ESP_LTU,1993-02-24,ESP,LTU,5.0,0.0,FIFA World Cup qualification,Seville,Spain,False,,65.05411281782153,1.83,0.94,5,4,11,10,52.9,47.1,2,3,0,0,4,5,,,,
19930224_KUW_CHN,1993-02-24,KUW,CHN,1.0,0.0,Friendly,Kuwait City,Kuwait,False,,-3.192339571802904,0.26,0.54,1,3,2,6,50.2,49.8,1,1,0,0,3,8,,,,
19930224_NED_TUR,1993-02-24,NED,TUR,3.0,1.0,FIFA World Cup qualification,Utrecht,Netherlands,False,,160.96513761583333,0.94,1.81,4,6,10,14,53.1,46.9,2,1,0,0,10,4,,,,
19930224_POR_ITA,1993-02-24,POR,ITA,1.0,3.0,FIFA World Cup qualification,Porto,Portugal,False,,-110.70391244660595,1.26,2.12,5,7,11,18,41.8,58.2,1,3,0,1,4,10,,,,
19930224_VEN_COL,1993-02-24,VEN,COL,0.0,0.0,Friendly,San Cristóbal,Venezuela,False,,-35.17907181207261,0.3,1.06,1,4,3,8,48.6,51.4,0,4,0,1,3,2,,,,
19930226_ALG_GHA,1993-02-26,ALG,GHA,2.0,1.0,FIFA World Cup qualification,Tlemcen,Algeria,False,,-50.992976610723645,0.86,0.87,3,4,7,8,46.6,53.4,1,4,0,0,3,7,,,,
19930227_KEN_GUI,1993-02-27,KEN,GUI,2.0,0.0,FIFA World Cup qualification,Nairobi,Kenya,False,,-9.800052916161121,1.23,0.96,4,4,9,10,48.4,51.6,1,2,0,0,6,7,,,,
19930227_NGA_CGO,1993-02-27,NGA,CGO,2.0,0.0,FIFA World Cup qualification,Enugu,Nigeria,False,,184.43585470758876,1.04,0.98,3,1,7,4,57.4,42.6,0,6,0,0,1,1,,,,
19930227_SEN_GAB,1993-02-27,SEN,GAB,1.0,0.0,FIFA World Cup qualification,Dakar,Senegal,False,,-26.31476460676572,1.9,0.17,5,0,10,2,51.1,48.9,3,2,0,0,6,8,,,,
19930227_ZAM_MAD,1993-02-27,ZAM,MAD,3.0,1.0,FIFA World Cup qualification,Lusaka,Zambia,False,,31.93756325155141,1.75,1.24,5,4,12,9,48.4,51.6,0,0,0,0,8,8,,,,
19930228_BEN_ETH,1993-02-28,BEN,ETH,1.0,0.0,FIFA World Cup qualification,Cotonou,Benin,False,,-79.67864080504341,0.14,1.38,1,6,4,11,47.1,52.9,0,4,0,0,2,8,,,,
19930228_MAR_TUN,1993-02-28,MAR,TUN,0.0,0.0,FIFA World Cup qualification,Casablanca,Morocco,False,,-2.7711712702912337,1.12,0.4,5,3,11,6,47.5,52.5,4,4,0,0,3,6,,,,
19930228_NIG_BOT,1993-02-28,NIG,BOT,2.0,1.0,FIFA World Cup qualification,Niamey,Niger,False,,48.90041784630375,1.0,1.84,3,5,6,13,51.0,49.0,1,3,0,0,4,2,,,,
19930228_TOG_ANG,1993-02-28,TOG,ANG,0.0,1.0,FIFA World Cup qualification,Lomé,Togo,False,,-42.368012168830546,0.05,0.98,1,2,2,6,54.5,45.5,0,1,0,0,2,5,,,,
19930301_CMR_COD,1993-03-01,CMR,COD,0.0,0.0,FIFA World Cup qualification,Yaoundé,Cameroon,False,,74.97546880567552,1.42,0.65,3,2,3,5,52.5,47.5,1,2,0,0,3,6,,,,
19930302_JOR_SYR,1993-03-02,JOR,SYR,1.0,1.0,Friendly,Irbid,Jordan,False,,85.88644935126126,1.64,0.83,5,3,10,8,51.0,49.0,0,4,0,0,4,6,,,,
19930303_MTQ_GYF,1993-03-03,MTQ,GYF,2.0,1.0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False,,48.62752331544266,1.57,1.61,3,5,8,12,51.0,49.0,1,3,0,0,8,8,,,,
19930303_PAR_BOL,1993-03-03,PAR,BOL,1.0,0.0,Copa Paz del Chaco,Asunción,Paraguay,False,,63.346178620917954,1.67,0.05,4,1,9,1,55.2,44.8,3,1,0,0,5,4,,,,
19930305_HON_PAN,1993-03-05,HON,PAN,2.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,False,,131.1769702485808,0.85,1.11,2,5,5,12,53.7,46.3,2,2,0,0,4,3,,,,
19930305_SLV_CRC,1993-03-05,SLV,CRC,0.0,1.0,UNCAF Cup,Tegucigalpa,Honduras,True,,50.24429004922399,0.96,0.78,3,1,5,4,54.5,45.5,1,1,0,0,5,7,,,,
19930307_HON_CRC,1993-03-07,HON,CRC,2.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,False,,70.29110563200834,0.97,0.43,2,2,5,3,58.8,41.2,3,0,0,0,3,5,,,,
19930307_JPN_HUN,1993-03-07,JPN,HUN,0.0,1.0,Kirin Cup,Fukuoka,Japan,False,,14.919669874275087,0.34,1.16,1,2,4,4,49.9,50.1,3,2,0,0,1,5,,,,
19930307_SLV_PAN,1993-03-07,SLV,PAN,1.0,1.0,UNCAF Cup,Tegucigalpa,Honduras,True,,94.9957709277769,0.05,0.82,1,3,2,6,51.7,48.3,1,1,0,0,5,1,,,,
19930309_CAN_KOR,1993-03-09,CAN,KOR,0.0,2.0,Friendly,Coquitlam,Canada,False,,-52.6675902356119,0.46,1.23,3,3,7,8,45.3,54.7,1,1,1,0,8,3,,,,
19930309_CRC_PAN,1993-03-09,CRC,PAN,2.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,True,,64.27186445248662,0.9,0.6,3,2,8,4,56.2,43.8,1,0,0,0,3,5,,,,
19930309_HON_SLV,1993-03-09,HON,SLV,3.0,0.0,UNCAF Cup,Tegucigalpa,Honduras,False,,73.71778723684815,0.21,0.05,3,0,5,2,63.2,36.8,2,0,0,0,6,1,,,,
19930310_AUT_GRE,1993-03-10,AUT,GRE,2.0,1.0,Friendly,Vienna,Austria,False,,-100.67726509118916,0.85,0.05,4,1,9,3,47.3,52.7,0,2,0,0,4,4,,,,
19930310_HUN_USA,1993-03-10,HUN,USA,0.0,0.0,Kirin Cup,Nagoya,Japan,True,,26.973848007087554,0.97,0.55,4,1,9,4,52.4,47.6,1,1,1,0,5,2,,,,
